time,open,high,low,close,volume,spread,real_volume
2025-09-25 22:20:00,3929.82,3941.29,3929.82,3938.13,940,295.0,0
2025-09-25 22:25:00,3938.12,3946.26,3936.27,3938.1,1113,295.0,0
2025-09-25 22:30:00,3938.1,3943.42,3930.74,3934.21,1067,295.0,0
2025-09-25 22:35:00,3934.2,3939.1,3929.14,3934.11,1027,295.0,0
2025-09-25 22:40:00,3934.12,3935.39,3924.41,3929.78,944,295.0,0
2025-09-25 22:45:00,3929.73,3930.11,3918.33,3921.75,888,295.2,0
2025-09-25 22:50:00,3921.98,3922.86,3911.38,3914.24,969,295.0,0
2025-09-25 22:55:00,3914.19,3922.14,3906.22,3910.09,1115,295.2,0
2025-09-25 23:00:00,3910.32,3917.86,3905.15,3908.03,1147,295.0,0
2025-09-25 23:05:00,3908.4,3908.78,3896.61,3902.66,887,295.0,0
2025-09-25 23:10:00,3902.67,3903.02,3886.05,3894.26,742,295.0,0
2025-09-25 23:15:00,3894.47,3911.29,3887.7,3909.77,988,295.0,0
2025-09-25 23:20:00,3909.26,3917.77,3905.25,3907.58,954,295.2,0
2025-09-25 23:25:00,3907.56,3908.14,3901.54,3905.07,739,295.0,0
2025-09-25 23:30:00,3904.69,3905.18,3886.03,3890.75,1089,295.0,0
2025-09-25 23:35:00,3890.68,3898.02,3876.47,3881.29,1168,295.0,0
2025-09-25 23:40:00,3881.28,3894.52,3878.16,3891.32,971,295.0,0
2025-09-25 23:45:00,3891.29,3900.52,3884.08,3885.18,951,295.2,0
2025-09-25 23:50:00,3885.17,3890.67,3877.1,3887.93,973,295.0,0
2025-09-25 23:55:00,3887.97,3890.36,3881.1,3884.76,827,295.2,0
2025-09-26 00:00:00,3884.73,3895.99,3884.63,3890.84,972,295.0,0
2025-09-26 00:05:00,3890.84,3916.79,3887.73,3915.5,913,295.0,0
2025-09-26 00:10:00,3915.57,3916.89,3896.16,3898.91,714,295.2,0
2025-09-26 00:15:00,3898.82,3907.94,3894.22,3901.89,864,295.0,0
2025-09-26 00:20:00,3901.9,3908.8,3900.09,3900.59,796,295.2,0
2025-09-26 00:25:00,3900.58,3903.25,3887.13,3894.13,809,295.2,0
2025-09-26 00:30:00,3894.16,3895.39,3879.9,3887.5,830,295.2,0
2025-09-26 00:35:00,3887.45,3890.84,3882.61,3883.81,747,295.0,0
2025-09-26 00:40:00,3884.13,3891.34,3880.04,3889.78,534,295.2,0
2025-09-26 00:45:00,3889.77,3900.14,3888.54,3899.95,505,295.2,0
2025-09-26 00:50:00,3899.97,3906.13,3899.93,3904.8,352,295.2,0
2025-09-26 00:55:00,3904.91,3909.45,3899.29,3903.42,449,295.2,0
2025-09-26 01:00:00,3903.37,3914.03,3898.17,3900.42,660,295.0,0
2025-09-26 01:05:00,3900.4,3915.32,3896.09,3915.19,542,295.2,0
2025-09-26 01:10:00,3915.18,3928.89,3912.63,3927.78,730,295.4,0
2025-09-26 01:15:00,3927.67,3935.55,3919.45,3919.45,837,295.0,0
